SUBJECT_PREFIX	SUBJECT_SEMTYPE	PREDICATE	OBJECT_PREFIX	OBJECT_SEMTYPE	DOC_N	DOC_N_VALID
umls	aapp	NEG_INTERACTS_WITH	umls	gngm	3553	199
umls	cell	NEG_LOCATION_OF	umls	orch	2646	199
umls	genf	PRODUCES	umls	enzy	1457	199
umls	orch	COEXISTS_WITH	umls	opco	570	199
umls	cell	PRODUCES	umls	carb	900	199
umls	cgab	NEG_PART_OF	umls	humn	463	198
umls	anab	PART_OF	umls	aggp	231	198
umls	nusq	INHIBITS	umls	gngm	1712	198
umls	anab	OCCURS_IN	umls	popg	558	198
umls	chvs	INTERACTS_WITH	umls	antb	513	198
umls	inpo	ISA	umls	patf	301	198
umls	eico	AFFECTS	umls	phsf	369	198
umls	horm	INTERACTS_WITH	umls	hops	691	198
umls	anab	AFFECTS	umls	celf	462	197
umls	imft	CAUSES	umls	neop	644	197
umls	bacs	AFFECTS	umls	anst	349	197
umls	lipd	INTERACTS_WITH	umls	inch	627	197
umls	lipd	INTERACTS_WITH	umls	elii	508	197
umls	inch	AUGMENTS	umls	inpo	423	197
umls	genf	NEG_AFFECTS	umls	genf	576	197
umls	carb	DISRUPTS	umls	patf	683	197
umls	phsu	DISRUPTS	umls	ortf	1622	197
umls	irda	AFFECTS	umls	mobd	532	197
umls	comd	ISA	umls	neop	227	197
umls	humn	USES	umls	medd	503	196
umls	humn	INTERACTS_WITH	umls	euka	998	196
umls	rnlw	AFFECTS	umls	hcro	441	196
ncbigene	aapp	DISRUPTS	umls	celc	1628	196
umls	chem	ISA	umls	chvf	198	196
umls	medd	TREATS	umls	emod	545	196
umls	carb	ASSOCIATED_WITH	umls	sosy	755	196
umls	aapp	NEG_PART_OF	umls	aapp	1378	196
umls	antb	compared_with	umls	chvf	404	196
umls	bacs	INHIBITS	umls	nusq	369	196
umls	popg	PRODUCES	umls	medd	395	196
umls	hops	compared_with	umls	phsu	490	195
umls	aapp	TREATS	umls	famg	554	195
umls	phsu	COEXISTS_WITH	umls	imft	811	195
ncbigene	phsu	ADMINISTERED_TO	umls	mamm	341	194
umls	opco	AUGMENTS	umls	cell	430	194
umls	imft	COEXISTS_WITH	umls	lipd	439	194
umls	comd	PROCESS_OF	umls	popg	336	194
umls	gngm	AUGMENTS	umls	biof	1592	194
umls	bacs	CONVERTS_TO	umls	nusq	315	194
umls	nnon	INTERACTS_WITH	umls	antb	497	194
umls	elii	AFFECTS	umls	sosy	493	194
umls	hops	PREDISPOSES	umls	mobd	566	194
umls	nnon	INTERACTS_WITH	umls	hops	717	194
umls	sosy	MANIFESTATION_OF	umls	inpo	456	194
ncbigene	aapp	INHIBITS	umls	antb	519	194
umls	topp	NEG_PREVENTS	umls	patf	1440	193
umls	nnon	ADMINISTERED_TO	umls	humn	285	193
umls	lipd	PREDISPOSES	umls	neop	476	193
umls	strd	COEXISTS_WITH	umls	phsu	504	193
umls	mobd	AFFECTS	umls	orgm	360	193
umls	bact	ISA	umls	alga	235	193
umls	hops	CAUSES	umls	acab	422	193
umls	chem	INTERACTS_WITH	umls	phsu	576	193
umls	mamm	NEG_LOCATION_OF	umls	lipd	418	192
umls	comd	MANIFESTATION_OF	umls	dsyn	623	192
umls	comd	ISA	umls	dsyn	243	192
umls	bacs	AUGMENTS	umls	cell	504	192
umls	carb	AFFECTS	umls	genf	577	192
umls	inch	compared_with	umls	bodm	669	192
umls	phsf	ASSOCIATED_WITH	ncbigene	phsu	463	192
umls	patf	PROCESS_OF	umls	amph	498	192
umls	virs	LOCATION_OF	umls	carb	377	192
umls	gngm	DISRUPTS	umls	phsf	1425	192
umls	phsf	AFFECTS	umls	orgm	373	191
umls	phsu	ADMINISTERED_TO	umls	aggp	250	191
umls	rnlw	AFFECTS	umls	aggp	320	191
umls	lipd	compared_with	umls	aapp	818	191
umls	neop	PRODUCES	umls	gngm	745	190
umls	carb	AFFECTS	umls	neop	629	190
umls	nnon	compared_with	umls	resa	220	190
umls	orgm	INTERACTS_WITH	umls	virs	472	190
ncbigene	gngm	COEXISTS_WITH	umls	elii	1430	190
umls	hlca	NEG_TREATS	umls	fndg	1140	190
umls	elii	INTERACTS_WITH	umls	nsba	322	190
umls	sosy	ISA	umls	neop	199	190
umls	patf	NEG_AFFECTS	umls	orgf	916	189
ncbigene	phsu	INHIBITS	umls	fndg	852	189
umls	aapp	NEG_AFFECTS	umls	npop	2335	189
umls	bdsu	NEG_PART_OF	umls	humn	524	189
umls	carb	AFFECTS	umls	inpo	482	189
umls	carb	STIMULATES	umls	carb	710	189
umls	chvs	INTERACTS_WITH	umls	carb	607	189
umls	mamm	LOCATION_OF	umls	phsu	466	188
umls	food	ISA	umls	mnob	250	188
umls	resa	MEASURES	umls	bodm	626	188
umls	genf	NEG_AFFECTS	umls	celf	640	188
umls	lbtr	PREDISPOSES	umls	neop	719	188
ncbigene	gngm	STIMULATES	umls	hops	1221	188
umls	phsu	NEG_AFFECTS	umls	sosy	639	188
umls	acab	COEXISTS_WITH	umls	mobd	475	188
umls	dora	NEG_TREATS	umls	dsyn	567	188
umls	aapp	INTERACTS_WITH	umls	enzy	588	187
umls	bacs	compared_with	umls	chvf	607	187
umls	antb	INTERACTS_WITH	umls	chvs	448	187
ncbigene	gngm	CONVERTS_TO	umls	gngm	1447	187
umls	lipd	CONVERTS_TO	umls	orch	535	187
umls	horm	INTERACTS_WITH	umls	inch	440	187
umls	phsu	CAUSES	umls	anab	412	187
umls	antb	COEXISTS_WITH	umls	gngm	1042	187
umls	orgf	AFFECTS	umls	anim	483	187
umls	lipd	STIMULATES	umls	inch	425	187
umls	chvs	ISA	umls	chvf	218	187
ncbigene	aapp	STIMULATES	umls	strd	296	187
umls	humn	NEG_LOCATION_OF	ncbigene	aapp	1824	187
umls	lipd	PREDISPOSES	umls	comd	262	187
ncbigene	gngm	NEG_LOCATION_OF	umls	genf	1661	187
umls	orch	NEG_TREATS	umls	mamm	611	187
umls	bpoc	NEG_LOCATION_OF	umls	bact	687	186
umls	aapp	CONVERTS_TO	umls	aapp	874	186
umls	phsf	CAUSES	umls	moft	847	186
umls	eico	DISRUPTS	umls	orgf	357	186
umls	mobd	AFFECTS	umls	bhvr	450	186
ncbigene	gngm	AFFECTS	umls	fndg	1224	186
umls	chvs	TREATS	umls	anab	344	186
ncbigene	aapp	compared_with	umls	horm	510	186
umls	patf	COEXISTS_WITH	umls	emod	323	186
umls	chvf	INHIBITS	umls	gngm	503	186
umls	celc	higher_than	umls	celc	186	186
umls	neop	PART_OF	umls	bact	638	185
umls	lipd	INTERACTS_WITH	umls	bodm	468	185
umls	tisu	PRODUCES	umls	nnon	347	185
umls	orch	NEG_AFFECTS	umls	patf	2136	185
umls	celf	PRODUCES	ncbigene	imft	594	185
umls	orgm	LOCATION_OF	umls	bacs	344	185
umls	topp	USES	umls	topp	271	185
umls	gngm	STIMULATES	umls	inch	1303	185
umls	bacs	NEG_ISA	umls	bacs	409	185
umls	strd	PREVENTS	umls	dsyn	530	185
umls	bact	LOCATION_OF	ncbigene	gngm	654	184
umls	food	CAUSES	umls	acab	321	184
umls	nsba	AFFECTS	umls	genf	361	184
umls	inbe	PROCESS_OF	umls	famg	280	184
umls	bacs	higher_than	umls	carb	531	184
umls	aapp	PRODUCES	umls	bdsu	619	184
umls	orch	NEG_INTERACTS_WITH	umls	phsu	1929	184
umls	orch	NEG_DISRUPTS	umls	orgf	1596	184
umls	elii	CONVERTS_TO	umls	bacs	318	184
ncbigene	gngm	PRODUCES	umls	nsba	486	183
umls	hops	ADMINISTERED_TO	umls	invt	890	183
umls	neop	AFFECTS	umls	mobd	702	183
umls	horm	NEG_AFFECTS	umls	cell	468	183
ncbigene	horm	DISRUPTS	umls	ortf	381	183
umls	resa	MEASURES	umls	gngm	413	183
umls	hops	STIMULATES	ncbigene	aapp	735	183
umls	neop	AFFECTS	umls	emod	329	183
umls	rcpt	ASSOCIATED_WITH	umls	dsyn	572	183
umls	elii	PREDISPOSES	umls	patf	576	182
umls	bacs	NEG_AFFECTS	umls	cell	1196	182
umls	opco	COEXISTS_WITH	umls	inch	373	182
umls	orch	NEG_DISRUPTS	umls	moft	1854	182
umls	lipd	CAUSES	umls	acab	294	182
umls	orgf	AFFECTS	umls	popg	261	182
umls	aapp	USES	umls	aapp	1653	182
umls	gngm	DISRUPTS	umls	npop	1641	181
umls	tisu	NEG_LOCATION_OF	umls	ortf	616	181
ncbigene	gngm	INTERACTS_WITH	umls	nusq	1617	181
umls	inch	DISRUPTS	umls	fndg	1213	181
umls	lipd	CAUSES	umls	lbtr	265	181
umls	fndg	NEG_PREDISPOSES	umls	neop	974	181
ncbigene	gngm	AUGMENTS	umls	acab	739	181
umls	resa	USES	umls	inpr	260	181
umls	eico	COEXISTS_WITH	umls	aapp	853	181
umls	elii	AUGMENTS	umls	comd	319	181
umls	phsu	NEG_INTERACTS_WITH	umls	aapp	2685	180
umls	enzy	INTERACTS_WITH	umls	bacs	363	180
umls	bpoc	LOCATION_OF	umls	irda	565	180
umls	lbpr	NEG_DIAGNOSES	umls	inpo	432	180
umls	horm	COEXISTS_WITH	umls	nsba	280	180
umls	hops	CONVERTS_TO	umls	hops	370	180
umls	orch	TREATS	umls	cgab	334	180
umls	phsf	AFFECTS	umls	mobd	821	180
umls	topp	NEG_PREVENTS	umls	sosy	793	179
umls	aapp	AFFECTS	umls	anab	1332	179
umls	phsf	NEG_COEXISTS_WITH	umls	orgf	419	179
umls	phsu	DISRUPTS	umls	npop	1177	179
umls	medd	compared_with	umls	bodm	774	179
umls	bodm	AFFECTS	umls	phsf	664	179
umls	diap	NEG_DIAGNOSES	umls	cgab	622	179
umls	cgab	MANIFESTATION_OF	umls	dsyn	669	179
umls	grup	USES	umls	clnd	223	178
umls	ocac	ISA	umls	acty	183	178
umls	chem	INTERACTS_WITH	umls	rcpt	198	178
umls	hcro	NEG_LOCATION_OF	umls	edac	379	178
umls	medd	same_as	umls	medd	523	178
umls	orgf	PRODUCES	ncbigene	bacs	384	178
ncbigene	gngm	PRODUCES	umls	lipd	859	178
umls	strd	INHIBITS	ncbigene	gngm	734	178
umls	orch	compared_with	umls	gngm	2233	178
umls	euka	INTERACTS_WITH	umls	anim	436	178
umls	topp	NEG_STIMULATES	umls	orgf	947	178
umls	horm	AUGMENTS	umls	npop	556	178
umls	gngm	DISRUPTS	umls	celc	2087	178
ncbigene	aapp	COEXISTS_WITH	umls	nsba	474	177
umls	inch	NEG_AFFECTS	umls	phsf	340	177
umls	orch	compared_with	umls	bodm	1184	177
umls	nsba	COEXISTS_WITH	umls	horm	299	177
umls	irda	compared_with	umls	medd	392	177
umls	inch	DISRUPTS	umls	patf	757	177
umls	elii	COEXISTS_WITH	umls	imft	396	177
umls	gngm	PRODUCES	umls	phsu	699	177
umls	aapp	TREATS	umls	sosy	485	177
umls	imft	COEXISTS_WITH	umls	inch	467	177
umls	opco	INTERACTS_WITH	umls	bacs	467	177
umls	dsyn	NEG_PREDISPOSES	umls	fndg	1226	177
ncbigene	gngm	CAUSES	umls	lbtr	752	176
umls	eico	compared_with	umls	orch	417	176
umls	fngs	NEG_LOCATION_OF	umls	aapp	791	176
umls	bacs	NEG_PART_OF	umls	humn	574	176
umls	eico	COEXISTS_WITH	umls	lipd	336	176
umls	aapp	INHIBITS	umls	fndg	820	176
umls	eico	COEXISTS_WITH	umls	orch	657	176
umls	chem	INTERACTS_WITH	umls	antb	308	176
umls	chvs	TREATS	umls	mobd	480	176
umls	topp	NEG_PREDISPOSES	umls	dsyn	2063	176
umls	phsu	compared_with	umls	inch	564	176
ncbigene	aapp	DISRUPTS	umls	menp	1307	176
umls	euka	INTERACTS_WITH	umls	virs	430	175
umls	nnon	INTERACTS_WITH	umls	gngm	853	175
umls	diap	AFFECTS	umls	celf	1271	175
umls	inpo	NEG_ISA	umls	inpo	470	175
umls	emod	AFFECTS	umls	celf	539	175
ncbigene	aapp	STIMULATES	umls	eico	503	175
umls	celf	PRODUCES	ncbigene	enzy	499	175
umls	food	CAUSES	umls	emod	199	175
umls	lipd	INTERACTS_WITH	umls	irda	585	175
umls	gngm	INTERACTS_WITH	umls	rcpt	599	175
umls	sosy	MANIFESTATION_OF	umls	neop	1090	175
umls	humn	NEG_LOCATION_OF	umls	cgab	511	175
umls	orch	METHOD_OF	umls	topp	636	175
umls	elii	CONVERTS_TO	umls	inch	340	175
umls	clnd	ISA	umls	inch	187	175
umls	anab	COEXISTS_WITH	umls	sosy	1117	175
umls	strd	AFFECTS	umls	cell	515	175
umls	horm	compared_with	umls	bacs	508	174
umls	bpoc	PRODUCES	umls	lipd	503	174
ncbigene	aapp	CAUSES	umls	fndg	775	174
umls	alga	ISA	umls	plnt	314	174
umls	biof	PROCESS_OF	umls	amph	326	174
umls	strd	AFFECTS	umls	phsf	341	174
umls	imft	DISRUPTS	umls	patf	538	174
umls	fngs	INTERACTS_WITH	umls	anim	221	174
umls	chvf	TREATS	umls	anab	329	174
umls	clnd	TREATS	umls	inpo	395	174
umls	antb	STIMULATES	umls	aapp	659	174
umls	chvf	TREATS	umls	cgab	324	173
umls	npop	NEG_AFFECTS	umls	celf	707	173
umls	topp	TREATS	umls	prog	551	173
ncbigene	gngm	INHIBITS	umls	phsu	1252	173
umls	phsu	NEG_AFFECTS	umls	patf	789	173
umls	horm	DISRUPTS	umls	bpoc	878	173
umls	ortf	PRODUCES	umls	horm	673	173
umls	invt	INTERACTS_WITH	umls	orgm	444	173
umls	antb	NEG_AFFECTS	umls	celc	459	173
umls	gngm	AFFECTS	umls	npop	654	173
umls	lipd	AFFECTS	umls	neop	569	172
umls	eico	STIMULATES	umls	aapp	386	172
umls	diap	NEG_ISA	umls	hlca	317	172
umls	phsu	STIMULATES	umls	elii	635	172
umls	nsba	AUGMENTS	umls	mobd	266	172
umls	medd	NEG_TREATS	umls	dsyn	1396	172
ncbigene	aapp	CAUSES	umls	orgf	473	172
umls	anab	PART_OF	umls	bact	357	171
umls	phsu	NEG_AFFECTS	umls	phsf	562	171
umls	antb	NEG_AFFECTS	umls	aapp	396	171
umls	carb	COEXISTS_WITH	umls	elii	517	171
umls	rcpt	INTERACTS_WITH	umls	nnon	240	171
ncbigene	horm	TREATS	umls	popg	198	171
umls	rcpt	PART_OF	umls	mamm	232	171
umls	chem	higher_than	umls	chem	174	171
umls	emst	LOCATION_OF	umls	phsu	351	171
umls	gngm	DISRUPTS	umls	sosy	987	171
umls	inch	compared_with	umls	nnon	305	171
umls	horm	AFFECTS	umls	fndg	426	171
umls	ortf	PRODUCES	umls	bdsu	434	171
umls	nnon	COEXISTS_WITH	umls	phsu	291	170
umls	gngm	COEXISTS_WITH	umls	lipd	705	170
umls	rcpt	INTERACTS_WITH	umls	elii	224	170
umls	orch	ISA	ncbigene	aapp	215	170
umls	celc	LOCATION_OF	umls	horm	264	170
umls	carb	AUGMENTS	umls	genf	490	170
umls	opco	CAUSES	umls	fndg	379	170
umls	imft	ASSOCIATED_WITH	umls	mobd	490	170
umls	carb	INTERACTS_WITH	umls	antb	525	169
umls	nnon	ISA	umls	horm	170	169
umls	clnd	TREATS	umls	mobd	530	169
umls	bacs	INHIBITS	umls	imft	606	169
umls	phsu	AUGMENTS	umls	inpo	586	169
umls	carb	COEXISTS_WITH	ncbigene	gngm	1452	169
umls	inch	ISA	umls	orch	255	168
umls	chvs	INTERACTS_WITH	umls	rcpt	212	168
umls	celc	LOCATION_OF	umls	emod	478	168
ncbigene	gngm	NEG_INTERACTS_WITH	umls	cell	3105	168
umls	fndg	NEG_PREDISPOSES	umls	dsyn	2020	168
umls	orch	NEG_AFFECTS	umls	bpoc	2787	168
umls	bacs	CONVERTS_TO	umls	eico	262	168
umls	neop	NEG_AFFECTS	umls	genf	480	168
umls	inch	AFFECTS	umls	sosy	615	168
umls	carb	PREVENTS	umls	patf	247	168
umls	aggp	LOCATION_OF	umls	inch	244	168
umls	elii	PART_OF	umls	anst	215	168
umls	orch	TREATS	umls	famg	513	167
umls	chvs	INTERACTS_WITH	umls	imft	356	167
umls	imft	NEG_AFFECTS	umls	neop	316	167
umls	neop	NEG_PROCESS_OF	umls	emod	238	167
umls	neop	NEG_AFFECTS	umls	orgf	540	167
umls	orch	ADMINISTERED_TO	umls	popg	432	167
umls	eico	INTERACTS_WITH	ncbigene	gngm	531	167
umls	enzy	PART_OF	umls	tisu	189	167
umls	elii	TREATS	umls	dsyn	284	167
umls	horm	PREVENTS	umls	mobd	363	167
umls	eico	PREDISPOSES	umls	comd	183	167
umls	nsba	PART_OF	umls	humn	345	166
umls	irda	INTERACTS_WITH	umls	carb	747	166
ncbigene	aapp	PART_OF	ncbigene	aapp	791	166
umls	gngm	COEXISTS_WITH	umls	antb	929	166
ncbigene	aapp	ISA	umls	orch	271	166
umls	eehu	CAUSES	umls	neop	268	166
umls	inch	CAUSES	umls	acab	393	166
umls	sosy	NEG_COEXISTS_WITH	umls	fndg	1613	166
umls	virs	NEG_ISA	umls	virs	530	166
umls	elii	AUGMENTS	umls	mobd	234	166
umls	strd	compared_with	umls	medd	197	166
umls	carb	INTERACTS_WITH	umls	gngm	649	166
umls	chvf	NEG_TREATS	umls	dsyn	664	166
umls	medd	compared_with	umls	elii	562	166
umls	genf	NEG_AFFECTS	umls	orgf	426	165
umls	phsu	AUGMENTS	umls	dsyn	1764	165
umls	topp	USES	umls	gngm	403	165
umls	inpo	OCCURS_IN	umls	podg	374	165
umls	aapp	NEG_COEXISTS_WITH	umls	aapp	1652	165
umls	strd	COEXISTS_WITH	umls	horm	298	165
umls	bacs	STIMULATES	umls	cell	548	165
umls	opco	DISRUPTS	umls	neop	278	165
umls	fndg	NEG_COEXISTS_WITH	umls	sosy	1489	165
umls	topp	NEG_TREATS	umls	anab	791	165
umls	phsu	STIMULATES	ncbigene	aapp	837	165
umls	mobd	PRODUCES	umls	bacs	693	164
umls	bodm	compared_with	umls	elii	322	164
umls	hops	AUGMENTS	umls	patf	820	164
umls	phsu	compared_with	umls	resa	254	164
umls	acab	ISA	umls	acab	239	164
ncbigene	gngm	NEG_ASSOCIATED_WITH	umls	neop	3083	164
umls	eico	INTERACTS_WITH	umls	orch	900	164
umls	inch	NEG_AFFECTS	umls	genf	331	164
umls	eico	COEXISTS_WITH	umls	phsu	344	164
umls	patf	NEG_COEXISTS_WITH	umls	patf	1360	164
umls	antb	NEG_AFFECTS	umls	patf	428	164
umls	hops	compared_with	umls	inch	698	164
umls	topp	ISA	umls	medd	195	164
umls	carb	INTERACTS_WITH	umls	chvs	588	164
umls	orga	MANIFESTATION_OF	umls	genf	418	164
umls	horm	ASSOCIATED_WITH	umls	comd	314	163
umls	topp	USES	umls	horm	274	163
umls	bacs	TREATS	umls	bact	612	163
umls	topp	NEG_TREATS	umls	bact	687	163
umls	carb	PREDISPOSES	umls	patf	489	163
umls	imft	ISA	umls	inch	166	163
umls	bpoc	LOCATION_OF	umls	imft	413	163
umls	orgf	PRODUCES	ncbigene	enzy	319	163
umls	medd	PREVENTS	umls	mobd	582	163
umls	opco	PREDISPOSES	umls	inpo	195	163
umls	genf	AFFECTS	umls	fngs	486	163
umls	celc	PRODUCES	umls	lipd	435	163
ncbigene	aapp	PREVENTS	umls	mobd	1016	163
umls	antb	INTERACTS_WITH	umls	elii	486	163
umls	horm	CAUSES	umls	anab	249	163
umls	gngm	DISRUPTS	umls	bpoc	3403	162
umls	orch	DISRUPTS	umls	tisu	2170	162
umls	eico	INHIBITS	umls	eico	330	162
umls	bacs	AUGMENTS	umls	fndg	587	162
umls	orch	higher_than	umls	inch	971	162
umls	bact	LOCATION_OF	umls	rcpt	280	162
umls	cell	NEG_INTERACTS_WITH	ncbigene	gngm	1636	162
umls	carb	TREATS	umls	patf	226	162
ncbigene	phsu	STIMULATES	umls	gngm	243	161
umls	aapp	PREVENTS	umls	anab	658	161
umls	aapp	NEG_STIMULATES	umls	aapp	1403	161
umls	inch	TREATS	umls	dsyn	402	161
umls	nsba	TREATS	umls	fndg	272	161
umls	nsba	INHIBITS	umls	horm	256	160
umls	celc	PART_OF	umls	rept	402	160
umls	chvs	PREVENTS	umls	patf	618	160
umls	elii	COEXISTS_WITH	umls	carb	564	160
umls	phsu	NEG_TREATS	umls	inpo	693	160
umls	mobd	NEG_ISA	umls	mobd	411	160
ncbigene	gngm	PART_OF	umls	anst	361	160
umls	aapp	COEXISTS_WITH	umls	eico	668	160
umls	popg	LOCATION_OF	umls	horm	188	160
umls	imft	USES	umls	phsu	338	160
umls	lipd	INTERACTS_WITH	umls	imft	321	160
umls	hops	DISRUPTS	umls	patf	616	160
umls	bacs	compared_with	umls	strd	313	160
umls	strd	AUGMENTS	umls	celc	377	160
umls	nusq	PREDISPOSES	umls	patf	329	159
umls	gngm	INTERACTS_WITH	umls	nsba	504	159
umls	biof	AFFECTS	umls	comd	326	159
ncbigene	gngm	AUGMENTS	umls	mobd	732	159
umls	nusq	AUGMENTS	umls	genf	358	159
umls	rnlw	AFFECTS	umls	popg	530	159
umls	phsu	STIMULATES	umls	moft	664	159
umls	hops	AFFECTS	umls	mobd	631	159
umls	phsf	NEG_AFFECTS	umls	ortf	357	159
umls	lipd	INTERACTS_WITH	umls	hops	703	159
umls	hops	compared_with	umls	bacs	722	159
umls	carb	CAUSES	umls	mobd	285	159
umls	nnon	CAUSES	umls	sosy	514	159
umls	dsyn	NEG_CAUSES	umls	patf	1789	158
umls	aapp	TREATS	umls	inpo	466	158
umls	phsu	COEXISTS_WITH	umls	nsba	439	158
umls	phsu	AUGMENTS	umls	sosy	700	158
umls	nsba	AUGMENTS	umls	orgf	203	158
ncbigene	aapp	NEG_PART_OF	umls	neop	266	158
umls	patf	NEG_COEXISTS_WITH	umls	neop	848	158
umls	gngm	AUGMENTS	umls	acab	535	158
umls	nsba	NEG_PART_OF	umls	mamm	188	158
umls	chvs	AFFECTS	umls	acab	245	158
umls	elii	INTERACTS_WITH	umls	rcpt	211	157
umls	phsu	ASSOCIATED_WITH	umls	inpo	684	157
ncbigene	gngm	PRODUCES	umls	carb	929	157
umls	opco	COEXISTS_WITH	umls	orch	656	157
umls	dsyn	NEG_PROCESS_OF	umls	bird	476	157
umls	orch	CONVERTS_TO	umls	phsu	1000	157
umls	tisu	NEG_LOCATION_OF	umls	lipd	426	157
umls	anst	PART_OF	umls	euka	327	157
umls	gngm	PART_OF	umls	anst	339	157
umls	lipd	AFFECTS	umls	biof	290	157
umls	cell	PRODUCES	umls	strd	376	157
umls	inpo	DISRUPTS	umls	tisu	522	157
umls	chvf	compared_with	umls	carb	268	156
umls	imft	AFFECTS	umls	biof	323	156
umls	comd	MANIFESTATION_OF	umls	patf	345	156
umls	orch	CONVERTS_TO	umls	inch	890	156
umls	aapp	NEG_CAUSES	umls	dsyn	1997	155
ncbigene	gngm	PART_OF	umls	aggp	229	155
umls	anst	LOCATION_OF	umls	virs	304	155
umls	amas	ISA	umls	aapp	205	155
umls	strd	COEXISTS_WITH	umls	lipd	348	155
umls	chvs	compared_with	ncbigene	gngm	462	155
umls	medd	ISA	umls	phsu	174	155
umls	nnon	INTERACTS_WITH	umls	phsu	857	155
umls	bacs	NEG_AFFECTS	umls	ortf	1033	155
umls	elii	compared_with	umls	bodm	347	155
umls	topp	NEG_PRECEDES	umls	diap	860	155
umls	neop	PART_OF	umls	fngs	340	154
umls	prog	NEG_ISA	umls	prog	249	154
umls	dsyn	NEG_AFFECTS	umls	genf	734	154
umls	neop	CAUSES	umls	orgf	221	154
ncbigene	aapp	PART_OF	umls	arch	595	154
umls	horm	NEG_AFFECTS	umls	dsyn	664	154
umls	podg	USES	umls	rnlw	242	154
umls	carb	CONVERTS_TO	umls	orch	584	154
umls	horm	ISA	umls	imft	181	154
umls	lipd	AUGMENTS	umls	dsyn	635	154
umls	imft	compared_with	umls	bacs	448	154
umls	diap	USES	umls	clnd	378	154
umls	gngm	INHIBITS	umls	phsu	1125	154
umls	aapp	NEG_AFFECTS	umls	tisu	1325	154
umls	antb	INTERACTS_WITH	umls	nnon	521	153
umls	phsu	higher_than	umls	horm	378	153
umls	orgf	NEG_AFFECTS	umls	ortf	699	153
umls	nsba	CONVERTS_TO	umls	orch	303	153
umls	orch	AFFECTS	umls	cgab	570	153
umls	nnon	NEG_AFFECTS	umls	cell	503	153
umls	virs	NEG_CAUSES	umls	dsyn	795	153
umls	phsu	DISRUPTS	umls	patf	552	153
umls	lipd	AUGMENTS	umls	comd	295	153
umls	celf	ISA	umls	phsf	219	153
umls	popg	ISA	umls	prog	174	153
umls	lipd	STIMULATES	umls	horm	303	153
umls	irda	COEXISTS_WITH	umls	orch	357	153
umls	bacs	AUGMENTS	umls	tisu	324	153
umls	carb	INTERACTS_WITH	umls	irda	682	153
umls	horm	TREATS	umls	orga	230	153
ncbigene	gngm	INHIBITS	umls	horm	842	153
umls	gngm	PART_OF	umls	popg	286	152
umls	antb	STIMULATES	umls	eico	192	152
umls	vita	ASSOCIATED_WITH	umls	comd	262	152
umls	imft	PART_OF	umls	blor	154	152
ncbigene	gngm	STIMULATES	umls	imft	751	152
umls	orgf	AFFECTS	umls	aggp	210	152
ncbigene	aapp	COEXISTS_WITH	umls	antb	803	152
umls	cgab	PART_OF	umls	euka	248	152
umls	comd	NEG_COEXISTS_WITH	umls	neop	796	152
ncbigene	horm	TREATS	umls	inpo	319	152
umls	antb	PREDISPOSES	umls	inpo	302	152
umls	gngm	PRODUCES	ncbigene	gngm	1403	152
umls	famg	LOCATION_OF	umls	aapp	487	152
umls	anab	PROCESS_OF	umls	humn	279	152
umls	menp	NEG_PROCESS_OF	umls	prog	253	152
ncbigene	aapp	STIMULATES	umls	hops	950	151
umls	phsu	DISRUPTS	umls	biof	466	151
umls	emst	PART_OF	umls	rich	159	151
umls	chvs	AFFECTS	umls	neop	412	151
umls	celc	PRODUCES	umls	bdsu	496	151
umls	alga	LOCATION_OF	umls	hops	450	151
umls	antb	NEG_AFFECTS	umls	tisu	298	151
umls	nnon	AUGMENTS	umls	emst	364	151
umls	phsu	PREVENTS	umls	anab	372	151
umls	nusq	COEXISTS_WITH	umls	rcpt	177	151
umls	fndg	ISA	umls	anab	191	151
umls	nsba	ADMINISTERED_TO	umls	humn	443	151
umls	prog	PRODUCES	umls	resd	239	151
umls	aapp	NEG_same_as	umls	aapp	1962	150
umls	gngm	AFFECTS	umls	biof	618	150
umls	invt	INTERACTS_WITH	umls	rich	358	150
umls	dora	NEG_TREATS	umls	fndg	586	150
umls	fndg	NEG_COEXISTS_WITH	umls	patf	1838	150
umls	bacs	NEG_INTERACTS_WITH	ncbigene	aapp	1289	150
umls	bacs	ISA	umls	imft	191	150
umls	phsf	PRODUCES	umls	horm	434	150
umls	nnon	AUGMENTS	umls	comd	402	150
ncbigene	gngm	INHIBITS	umls	antb	636	150
umls	acab	COEXISTS_WITH	umls	emod	233	150
ncbigene	gngm	PART_OF	umls	rept	528	150
umls	clnd	TREATS	umls	acab	292	150
umls	nnon	compared_with	umls	inch	315	150
umls	opco	AUGMENTS	umls	celf	431	150
umls	eico	INTERACTS_WITH	ncbigene	aapp	549	150
umls	nsba	compared_with	umls	medd	207	149
umls	chvs	compared_with	umls	medd	478	149
ncbigene	aapp	NEG_STIMULATES	umls	cell	1582	149
umls	nnon	NEG_AFFECTS	umls	neop	317	149
umls	neop	OCCURS_IN	umls	prog	436	149
umls	antb	AFFECTS	umls	tisu	527	149
umls	lipd	STIMULATES	umls	elii	319	149
umls	opco	AFFECTS	umls	orgf	315	149
umls	ffas	PART_OF	umls	anim	159	149
umls	lipd	higher_than	umls	bacs	470	149
ncbigene	bacs	DISRUPTS	umls	ortf	693	149
umls	cell	LOCATION_OF	umls	antb	386	149
umls	plnt	INTERACTS_WITH	umls	euka	665	149
