SUBJECT_PREFIX	SUBJECT_SEMTYPE	PREDICATE	OBJECT_PREFIX	OBJECT_SEMTYPE	DOC_N	DOC_N_VALID
umls	orgm	LOCATION_OF	umls	phsu	102	27
umls	nsba	NEG_STIMULATES	ncbigene	gngm	141	27
umls	carb	INHIBITS	umls	strd	75	27
umls	gngm	PREVENTS	umls	inpo	134	27
umls	topp	USES	umls	elii	71	27
umls	phsu	COMPLICATES	umls	dsyn	482	27
umls	gngm	PART_OF	umls	famg	67	27
ncbigene	phsu	STIMULATES	umls	bacs	38	27
umls	inpr	MEASURES	umls	mobd	85	27
umls	tisu	LOCATION_OF	ncbigene	phsu	31	27
umls	bacs	NEG_ISA	umls	phsu	69	27
umls	orch	NEG_ISA	umls	hops	126	27
umls	strd	PART_OF	umls	emst	71	27
umls	bacs	CONVERTS_TO	umls	hops	148	27
umls	gngm	PART_OF	umls	prog	56	27
umls	nusq	NEG_PREDISPOSES	umls	neop	63	27
ncbigene	gngm	NEG_INTERACTS_WITH	umls	orch	943	27
umls	horm	NEG_TREATS	umls	famg	113	27
ncbigene	aapp	NEG_PRODUCES	umls	aapp	161	27
umls	lbtr	MANIFESTATION_OF	umls	dsyn	174	27
umls	biof	PRODUCES	umls	horm	114	27
umls	gngm	higher_than	umls	nnon	148	27
umls	enzy	ASSOCIATED_WITH	umls	patf	65	27
umls	carb	NEG_COEXISTS_WITH	umls	bacs	239	27
umls	gngm	PART_OF	umls	aapp	76	27
ncbigene	aapp	higher_than	umls	bacs	309	27
umls	diap	METHOD_OF	umls	topp	242	27
umls	fndg	PROCESS_OF	umls	mamm	183	27
ncbigene	gngm	NEG_AFFECTS	umls	celc	531	27
umls	bact	ISA	umls	plnt	36	27
umls	phsu	ADMINISTERED_TO	umls	prog	109	27
umls	resa	compared_with	umls	carb	44	27
umls	elii	STIMULATES	umls	nusq	54	27
umls	horm	CAUSES	umls	acab	118	27
umls	antb	INTERACTS_WITH	umls	eico	61	27
umls	orch	NEG_TREATS	umls	fndg	438	27
umls	anab	AFFECTS	umls	genf	173	27
umls	lipd	AFFECTS	umls	moft	162	27
ncbigene	bacs	INTERACTS_WITH	umls	bacs	52	27
umls	lipd	NEG_AFFECTS	umls	tisu	90	27
umls	nsba	USES	umls	phsu	200	27
ncbigene	aapp	NEG_DISRUPTS	umls	moft	470	27
umls	orgf	PRODUCES	ncbigene	aapp	157	27
umls	bacs	higher_than	umls	imft	124	27
umls	aapp	higher_than	umls	chvf	377	27
ncbigene	gngm	higher_than	umls	nnon	243	27
umls	rich	INTERACTS_WITH	umls	virs	44	27
umls	aapp	NEG_INHIBITS	umls	inch	212	27
umls	nsba	CAUSES	umls	lbtr	82	27
umls	resa	higher_than	umls	topp	113	27
umls	tisu	LOCATION_OF	umls	enzy	50	27
umls	orch	same_as	umls	topp	226	27
umls	carb	STIMULATES	umls	antb	137	27
umls	mobd	PRODUCES	umls	nsba	85	27
umls	comd	NEG_AFFECTS	umls	fngs	63	27
umls	irda	compared_with	umls	nsba	67	27
umls	hlca	NEG_USES	umls	phsu	287	27
umls	bacs	compared_with	umls	chem	178	26
umls	topp	NEG_USES	umls	carb	116	26
umls	neop	CAUSES	umls	patf	115	26
umls	imft	NEG_CAUSES	umls	fndg	98	26
umls	phsu	NEG_INHIBITS	umls	ortf	731	26
umls	imft	DISRUPTS	umls	acab	56	26
umls	rcpt	COEXISTS_WITH	umls	phsu	95	26
umls	elii	compared_with	umls	nnon	62	26
ncbigene	aapp	USES	umls	aapp	327	26
umls	lbpr	MEASURES	ncbigene	imft	31	26
umls	sosy	ASSOCIATED_WITH	umls	neop	77	26
umls	bact	ISA	umls	rich	57	26
umls	food	compared_with	umls	bacs	79	26
ncbigene	bacs	PART_OF	umls	gngm	146	26
umls	rcpt	AFFECTS	umls	cell	147	26
umls	gngm	NEG_PART_OF	umls	emst	209	26
ncbigene	gngm	STIMULATES	umls	nusq	222	26
umls	elii	TREATS	umls	fndg	182	26
umls	bacs	NEG_TREATS	umls	mamm	100	26
umls	elii	compared_with	umls	clnd	68	26
umls	imft	INHIBITS	ncbigene	aapp	143	26
umls	neop	NEG_AFFECTS	umls	patf	228	26
umls	aapp	PART_OF	umls	ffas	109	26
umls	comd	AFFECTS	umls	euka	70	26
umls	inch	TREATS	umls	humn	57	26
umls	strd	PREDISPOSES	umls	inpo	63	26
umls	comd	CAUSES	umls	cgab	57	26
umls	carb	compared_with	umls	imft	120	26
umls	elii	AFFECTS	umls	moft	155	26
umls	phsu	NEG_COEXISTS_WITH	umls	orch	450	26
umls	drdd	TREATS	umls	dsyn	42	26
umls	bacs	NEG_CAUSES	umls	fndg	437	26
umls	irda	higher_than	umls	bacs	204	26
umls	emod	MANIFESTATION_OF	umls	dsyn	162	26
umls	imft	AFFECTS	umls	acab	73	26
umls	mobd	PROCESS_OF	umls	plnt	47	26
umls	nusq	COEXISTS_WITH	umls	horm	85	26
umls	diap	NEG_AFFECTS	umls	ortf	241	26
umls	celc	LOCATION_OF	umls	enzy	51	26
umls	carb	PREVENTS	umls	inpo	45	26
umls	nsba	NEG_DISRUPTS	umls	phsf	52	26
umls	hops	NEG_CAUSES	umls	sosy	120	26
umls	irda	NEG_AFFECTS	umls	genf	117	26
umls	antb	STIMULATES	umls	nsba	71	26
umls	clnd	compared_with	umls	hops	60	26
umls	patf	NEG_PROCESS_OF	umls	anim	169	26
umls	lipd	same_as	umls	lipd	62	26
umls	resa	NEG_MEASURES	umls	tmco	173	26
umls	orgf	PROCESS_OF	umls	grup	27	26
umls	inch	NEG_CAUSES	umls	inpo	98	26
umls	clnd	CAUSES	umls	comd	44	26
umls	humn	DIAGNOSES	umls	dsyn	363	26
ncbigene	aapp	NEG_ASSOCIATED_WITH	umls	patf	450	26
umls	aapp	COEXISTS_WITH	umls	nnon	183	26
umls	chvf	NEG_TREATS	umls	patf	156	26
umls	patf	OCCURS_IN	umls	humn	80	26
umls	bsoj	LOCATION_OF	umls	patf	148	26
umls	mobd	MANIFESTATION_OF	umls	celf	218	26
umls	strd	TREATS	umls	cgab	82	26
ncbigene	aapp	NEG_DISRUPTS	umls	celf	567	26
umls	aapp	COEXISTS_WITH	umls	irda	175	26
umls	bdsu	NEG_LOCATION_OF	ncbigene	gngm	70	26
umls	nnon	COEXISTS_WITH	umls	nnon	50	26
umls	nsba	NEG_INTERACTS_WITH	ncbigene	aapp	131	26
umls	orgf	PRODUCES	umls	vita	152	26
umls	emod	COEXISTS_WITH	umls	inpo	98	26
umls	hops	STIMULATES	umls	carb	236	26
umls	chvs	NEG_same_as	umls	chvs	60	26
umls	antb	COEXISTS_WITH	umls	hops	270	26
umls	aapp	NEG_INTERACTS_WITH	umls	strd	194	26
umls	gngm	compared_with	umls	antb	227	26
umls	carb	COEXISTS_WITH	umls	opco	52	26
umls	resd	ISA	umls	resd	30	26
umls	hops	compared_with	umls	antb	146	26
umls	genf	AFFECTS	umls	popg	48	26
umls	bacs	NEG_AFFECTS	umls	anst	40	26
umls	opco	AUGMENTS	umls	inpo	44	26
ncbigene	aapp	CONVERTS_TO	umls	eico	57	26
umls	bacs	INHIBITS	ncbigene	bacs	50	26
umls	bpoc	LOCATION_OF	umls	rcpt	118	26
umls	bacs	INHIBITS	umls	enzy	80	26
ncbigene	horm	AFFECTS	umls	orgf	35	26
umls	resd	NEG_CAUSES	umls	inpo	37	26
umls	imft	AUGMENTS	umls	acab	57	26
umls	bacs	CONVERTS_TO	umls	aapp	120	26
umls	emod	COEXISTS_WITH	umls	emod	105	26
umls	bacs	NEG_ISA	umls	inch	53	26
umls	chvs	INTERACTS_WITH	umls	gngm	185	26
umls	bdsu	LOCATION_OF	umls	opco	50	26
umls	phsu	compared_with	ncbigene	aapp	254	26
umls	nusq	COEXISTS_WITH	umls	nnon	74	26
umls	mamm	NEG_LOCATION_OF	umls	gngm	148	25
umls	rcpt	COEXISTS_WITH	umls	imft	68	25
umls	rcpt	DISRUPTS	umls	orgf	73	25
umls	hops	COEXISTS_WITH	umls	antb	176	25
umls	eico	CAUSES	umls	comd	63	25
ncbigene	bacs	INHIBITS	umls	bacs	50	25
umls	neop	NEG_AFFECTS	umls	celf	299	25
umls	nsba	compared_with	umls	phsu	137	25
umls	elii	NEG_AFFECTS	umls	cell	140	25
umls	nsba	NEG_STIMULATES	umls	nsba	60	25
umls	carb	TREATS	umls	bact	138	25
ncbigene	gngm	compared_with	umls	bodm	247	25
umls	orch	NEG_TREATS	umls	inpo	594	25
umls	chvs	PREVENTS	umls	mobd	88	25
umls	orch	DISRUPTS	umls	anab	404	25
umls	lipd	NEG_COEXISTS_WITH	umls	aapp	240	25
umls	celc	NEG_LOCATION_OF	umls	nusq	106	25
umls	elii	compared_with	umls	chem	71	25
ncbigene	imft	DISRUPTS	umls	ortf	216	25
umls	phsu	NEG_ADMINISTERED_TO	umls	popg	40	25
umls	neop	COMPLICATES	umls	neop	852	25
umls	hops	INTERACTS_WITH	umls	eico	85	25
umls	aggp	PRODUCES	umls	resd	32	25
umls	diap	NEG_AFFECTS	umls	neop	299	25
umls	virs	NEG_LOCATION_OF	umls	bacs	163	25
umls	topp	NEG_ADMINISTERED_TO	umls	popg	72	25
umls	medd	NEG_CAUSES	umls	patf	235	25
umls	tisu	PRODUCES	ncbigene	gngm	302	25
umls	inpo	ISA	umls	anab	36	25
umls	sosy	NEG_COEXISTS_WITH	umls	dsyn	521	25
umls	fngs	LOCATION_OF	umls	antb	42	25
umls	elii	NEG_AUGMENTS	umls	orgf	116	25
umls	irda	higher_than	umls	aapp	197	25
umls	rcpt	AFFECTS	umls	tisu	51	25
umls	bodm	INTERACTS_WITH	umls	horm	225	25
umls	acty	ISA	umls	acty	44	25
ncbigene	bacs	COEXISTS_WITH	umls	bacs	55	25
umls	emst	LOCATION_OF	umls	fngs	122	25
umls	sosy	PROCESS_OF	umls	grup	29	25
umls	hops	AFFECTS	umls	fndg	83	25
ncbigene	aapp	PART_OF	umls	aggp	66	25
umls	neop	PRODUCES	umls	vita	75	25
umls	lipd	ISA	umls	inch	28	25
umls	lipd	NEG_INTERACTS_WITH	umls	lipd	223	25
ncbigene	aapp	higher_than	umls	orch	342	25
umls	aapp	INHIBITS	ncbigene	bacs	102	25
umls	resa	compared_with	umls	bacs	58	25
umls	nusq	NEG_CAUSES	umls	genf	49	25
umls	aapp	NEG_INTERACTS_WITH	umls	nnon	854	25
umls	nnon	STIMULATES	umls	bacs	103	25
umls	strd	NEG_INTERACTS_WITH	umls	horm	96	25
umls	aapp	NEG_AUGMENTS	umls	menp	437	25
umls	rcpt	INTERACTS_WITH	umls	lipd	58	25
umls	imft	DISRUPTS	umls	phsf	156	25
ncbigene	gngm	INTERACTS_WITH	umls	chvs	199	25
umls	bacs	NEG_INTERACTS_WITH	umls	eico	146	25
umls	eico	compared_with	umls	nsba	62	25
umls	aapp	NEG_COEXISTS_WITH	umls	imft	350	25
umls	aapp	compared_with	umls	rcpt	267	25
umls	imft	compared_with	umls	gngm	210	25
umls	horm	NEG_COEXISTS_WITH	umls	nsba	38	25
ncbigene	aapp	PRODUCES	umls	nsba	50	25
umls	comd	NEG_COEXISTS_WITH	umls	dsyn	268	25
umls	neop	PART_OF	umls	fish	136	25
umls	ffas	LOCATION_OF	umls	neop	52	25
umls	strd	INHIBITS	umls	orch	249	25
umls	virs	INTERACTS_WITH	umls	fish	172	25
umls	horm	NEG_COEXISTS_WITH	ncbigene	aapp	117	25
umls	enzy	PART_OF	umls	fngs	42	25
umls	bacs	lower_than	umls	aapp	250	25
umls	strd	CAUSES	umls	neop	103	25
umls	topp	PRECEDES	umls	bacs	202	25
umls	hops	compared_with	umls	lipd	150	25
umls	eico	higher_than	umls	aapp	66	25
umls	strd	CAUSES	umls	sosy	107	25
umls	biof	AFFECTS	umls	anim	55	25
umls	elii	PART_OF	umls	virs	167	25
umls	emst	NEG_LOCATION_OF	umls	orch	225	25
umls	elii	NEG_AFFECTS	umls	inpo	72	25
umls	vita	PREVENTS	umls	inpo	29	25
umls	medd	NEG_PREVENTS	umls	sosy	153	25
ncbigene	phsu	PREVENTS	umls	comd	87	25
ncbigene	aapp	PRECEDES	umls	topp	105	25
umls	patf	PREDISPOSES	umls	patf	94	25
umls	aapp	PART_OF	umls	euka	107	24
umls	moft	NEG_ISA	umls	moft	71	24
umls	inch	CONVERTS_TO	umls	orch	454	24
umls	qnco	MEASUREMENT_OF	umls	orgf	172	24
umls	gngm	CONVERTS_TO	umls	orch	256	24
umls	aapp	NEG_INHIBITS	umls	nsba	197	24
umls	aapp	NEG_same_as	ncbigene	aapp	449	24
umls	invt	INTERACTS_WITH	umls	alga	122	24
umls	strd	INTERACTS_WITH	umls	chem	62	24
ncbigene	gngm	compared_with	umls	nsba	106	24
umls	medd	TREATS	umls	famg	50	24
umls	bact	NEG_LOCATION_OF	umls	lipd	81	24
ncbigene	gngm	compared_with	umls	irda	367	24
umls	alga	LOCATION_OF	umls	imft	72	24
umls	elii	DISRUPTS	umls	acab	75	24
umls	hops	COEXISTS_WITH	umls	horm	275	24
umls	nusq	CONVERTS_TO	umls	nusq	66	24
umls	hops	TREATS	umls	podg	34	24
umls	gngm	DISRUPTS	umls	inpo	530	24
ncbigene	gngm	lower_than	umls	gngm	155	24
umls	strd	NEG_INHIBITS	umls	bacs	41	24
umls	aapp	NEG_DISRUPTS	umls	cell	1110	24
umls	elii	CONVERTS_TO	umls	orch	244	24
umls	phsf	NEG_AFFECTS	umls	bact	78	24
ncbigene	gngm	COEXISTS_WITH	umls	strd	250	24
umls	dora	compared_with	umls	orch	107	24
umls	virs	LOCATION_OF	umls	lipd	124	24
umls	chem	higher_than	umls	inch	65	24
umls	patf	PROCESS_OF	umls	grup	33	24
umls	elii	NEG_ADMINISTERED_TO	umls	humn	70	24
umls	phsu	PRODUCES	umls	bacs	153	24
umls	opco	INTERACTS_WITH	umls	nnon	93	24
umls	imft	compared_with	ncbigene	gngm	267	24
ncbigene	bacs	AFFECTS	umls	celf	55	24
umls	nsba	compared_with	umls	topp	163	24
umls	prog	LOCATION_OF	umls	bdsu	62	24
umls	opco	CAUSES	umls	celf	30	24
umls	chvf	NEG_TREATS	umls	inpo	51	24
umls	lbtr	NEG_PREDISPOSES	umls	dsyn	151	24
umls	gngm	NEG_AUGMENTS	umls	celf	401	24
umls	strd	compared_with	umls	orch	210	24
umls	bsoj	NEG_PART_OF	umls	bpoc	306	24
umls	mobd	NEG_AFFECTS	umls	inbe	374	24
umls	lbtr	MANIFESTATION_OF	umls	orgf	86	24
umls	aapp	COMPLICATES	umls	inpo	537	24
umls	diap	USES	umls	imft	47	24
umls	inch	DISRUPTS	umls	sosy	262	24
umls	tisu	NEG_AFFECTS	umls	patf	278	24
umls	inch	INHIBITS	umls	antb	220	24
ncbigene	gngm	CONVERTS_TO	umls	inch	106	24
umls	inch	INHIBITS	umls	horm	152	24
umls	elii	compared_with	umls	irda	193	24
umls	orch	higher_than	umls	resa	150	24
umls	rcpt	ASSOCIATED_WITH	umls	sosy	55	24
umls	chvf	NEG_CAUSES	umls	dsyn	139	24
umls	nusq	NEG_PART_OF	umls	virs	117	24
umls	diap	NEG_USES	umls	medd	276	24
umls	horm	AUGMENTS	umls	menp	63	24
umls	npop	ISA	umls	eehu	29	24
umls	aapp	NEG_ASSOCIATED_WITH	umls	inpo	727	24
umls	medd	CAUSES	umls	emod	67	24
umls	horm	AUGMENTS	umls	tisu	46	24
umls	acab	PART_OF	umls	amph	72	24
umls	bdsy	LOCATION_OF	umls	aapp	195	24
umls	gngm	NEG_PART_OF	umls	invt	564	24
umls	nnon	DISRUPTS	umls	acab	101	24
umls	irda	TREATS	umls	neop	93	24
umls	orch	NEG_INHIBITS	umls	hops	320	24
umls	orch	compared_with	umls	food	142	24
umls	rnlw	AFFECTS	umls	grup	61	24
umls	diap	NEG_METHOD_OF	umls	bmod	114	24
umls	eico	AUGMENTS	umls	dsyn	211	24
umls	horm	compared_with	umls	lipd	81	24
umls	opco	compared_with	umls	antb	45	24
umls	dora	NEG_PREDISPOSES	umls	neop	105	24
umls	lipd	PREVENTS	umls	inpo	41	24
umls	antb	PREDISPOSES	umls	neop	115	24
umls	celf	AFFECTS	umls	fish	199	24
umls	phsu	NEG_PREVENTS	umls	comd	313	24
umls	bacs	CONVERTS_TO	umls	opco	50	24
umls	gngm	NEG_PART_OF	umls	bpoc	515	24
umls	mcha	ISA	umls	mcha	35	24
umls	neop	NEG_PART_OF	umls	virs	149	24
umls	diap	NEG_PRECEDES	umls	topp	231	24
umls	orch	NEG_PREVENTS	umls	neop	302	24
umls	elii	NEG_PART_OF	umls	bpoc	97	24
umls	antb	AUGMENTS	umls	phsf	59	24
umls	rcpt	INHIBITS	umls	aapp	76	24
umls	nnon	AFFECTS	umls	moft	174	24
umls	horm	PART_OF	umls	popg	33	24
umls	dsyn	NEG_AFFECTS	umls	comd	154	24
umls	orgf	NEG_AFFECTS	umls	biof	119	24
umls	diap	NEG_MEASURES	umls	qnco	225	24
ncbigene	aapp	NEG_INHIBITS	umls	bacs	266	24
umls	imft	AUGMENTS	umls	phsf	36	24
umls	eico	NEG_INHIBITS	umls	gngm	151	24
umls	nnon	AUGMENTS	umls	sosy	107	24
umls	carb	same_as	umls	bacs	84	24
ncbigene	aapp	NEG_AFFECTS	umls	npop	709	24
ncbigene	aapp	NEG_STIMULATES	ncbigene	aapp	198	24
umls	rcpt	NEG_same_as	umls	rcpt	26	24
umls	anim	INTERACTS_WITH	umls	anim	101	24
umls	horm	COEXISTS_WITH	umls	eico	82	23
umls	sosy	COEXISTS_WITH	umls	cgab	95	23
umls	phsu	NEG_INHIBITS	umls	aapp	214	23
umls	popg	NEG_LOCATION_OF	umls	aapp	175	23
umls	nnon	NEG_AFFECTS	umls	orgf	205	23
umls	chvf	NEG_AFFECTS	umls	acab	45	23
umls	horm	COEXISTS_WITH	umls	rcpt	50	23
umls	acab	NEG_AFFECTS	umls	celf	79	23
umls	patf	NEG_AFFECTS	umls	comd	87	23
umls	nsba	NEG_COEXISTS_WITH	umls	horm	45	23
umls	nusq	INHIBITS	umls	rcpt	27	23
umls	virs	NEG_LOCATION_OF	umls	aapp	511	23
ncbigene	gngm	NEG_AUGMENTS	umls	genf	370	23
umls	hops	ADMINISTERED_TO	umls	orgm	136	23
umls	lbpr	ISA	umls	npop	24	23
umls	diap	MEASURES	umls	chem	70	23
umls	plnt	LOCATION_OF	umls	irda	58	23
umls	lipd	AUGMENTS	umls	moft	154	23
ncbigene	gngm	PREVENTS	umls	neop	240	23
umls	tisu	NEG_LOCATION_OF	umls	nusq	63	23
umls	genf	NEG_AFFECTS	umls	mobd	119	23
umls	chvs	INTERACTS_WITH	umls	horm	171	23
ncbigene	aapp	CONVERTS_TO	umls	aapp	160	23
umls	chvf	ISA	umls	imft	25	23
ncbigene	aapp	AFFECTS	umls	cgab	246	23
umls	bacs	NEG_PREVENTS	umls	inpo	135	23
umls	orch	NEG_ISA	umls	chvf	133	23
umls	chvs	compared_with	umls	chvf	114	23
umls	celc	LOCATION_OF	ncbigene	bacs	36	23
umls	anim	INTERACTS_WITH	umls	fngs	69	23
umls	gngm	NEG_PRODUCES	ncbigene	aapp	1301	23
umls	fndg	NEG_PREDISPOSES	umls	mobd	345	23
umls	bacs	AUGMENTS	umls	biof	59	23
umls	medd	higher_than	umls	phsu	114	23
umls	gngm	NEG_COEXISTS_WITH	ncbigene	aapp	475	23
umls	humn	NEG_LOCATION_OF	umls	elii	210	23
umls	bact	INTERACTS_WITH	umls	gngm	137	23
umls	nsba	INTERACTS_WITH	umls	imft	57	23
umls	aapp	PRODUCES	umls	strd	78	23
umls	bacs	COEXISTS_WITH	umls	opco	182	23
umls	neop	AFFECTS	umls	prog	138	23
umls	orga	ISA	umls	celf	29	23
umls	tisu	PART_OF	umls	famg	33	23
umls	gngm	NEG_ASSOCIATED_WITH	umls	patf	620	23
umls	topp	higher_than	umls	horm	160	23
umls	hops	NEG_TREATS	umls	sosy	30	23
umls	strd	CAUSES	umls	acab	40	23
umls	ortf	PRODUCES	umls	nsba	144	23
umls	inch	TREATS	umls	patf	69	23
umls	irda	DISRUPTS	umls	orgf	41	23
ncbigene	phsu	INTERACTS_WITH	ncbigene	aapp	34	23
umls	elii	same_as	umls	elii	84	23
umls	carb	AUGMENTS	umls	neop	195	23
umls	topp	higher_than	umls	hops	163	23
ncbigene	gngm	lower_than	umls	aapp	283	23
umls	orch	INHIBITS	umls	opco	235	23
umls	hops	NEG_INTERACTS_WITH	ncbigene	gngm	258	23
umls	orch	lower_than	umls	phsu	279	23
umls	lipd	TREATS	umls	humn	36	23
umls	dora	TREATS	umls	podg	32	23
umls	aapp	ISA	umls	medd	32	23
umls	antb	TREATS	umls	fndg	121	23
umls	dsyn	PROCESS_OF	umls	invt	70	23
umls	opco	INTERACTS_WITH	umls	lipd	83	23
umls	sosy	MANIFESTATION_OF	umls	mobd	260	23
umls	strd	COEXISTS_WITH	umls	imft	59	23
umls	neop	MANIFESTATION_OF	umls	ortf	140	23
umls	eico	INHIBITS	umls	nsba	72	23
umls	phsu	compared_with	umls	opco	70	23
umls	phsu	AFFECTS	umls	cgab	169	23
umls	nusq	AUGMENTS	umls	menp	136	23
umls	bacs	NEG_INHIBITS	ncbigene	gngm	863	23
umls	elii	NEG_AFFECTS	umls	ortf	164	23
umls	rcpt	DISRUPTS	umls	celf	149	23
ncbigene	gngm	PART_OF	umls	aapp	26	23
umls	anab	PART_OF	umls	alga	64	23
umls	imft	DISRUPTS	umls	npop	138	23
umls	strd	AFFECTS	umls	comd	76	23
umls	patf	AFFECTS	umls	fish	181	23
umls	orgm	ISA	umls	plnt	25	23
umls	celc	PART_OF	umls	aggp	39	23
umls	orgf	PRODUCES	umls	orch	82	23
umls	irda	compared_with	umls	chvf	115	23
umls	fish	INTERACTS_WITH	umls	fish	356	23
umls	nsba	NEG_CAUSES	umls	patf	72	23
umls	celf	PROCESS_OF	umls	cell	155	23
umls	cgab	COEXISTS_WITH	umls	emod	96	23
umls	imft	COEXISTS_WITH	umls	horm	80	23
umls	cgab	COEXISTS_WITH	umls	fndg	149	23
umls	bdsy	LOCATION_OF	umls	orch	215	23
umls	hlca	TREATS	umls	neop	88	23
umls	antb	STIMULATES	umls	horm	104	23
umls	chvf	compared_with	umls	horm	85	23
umls	phsu	higher_than	umls	elii	57	23
umls	inch	DISRUPTS	umls	anst	29	23
umls	hlca	NEG_METHOD_OF	umls	topp	348	22
ncbigene	phsu	NEG_TREATS	umls	dsyn	151	22
umls	nsba	CAUSES	umls	anab	53	22
ncbigene	aapp	NEG_INTERACTS_WITH	umls	phsu	231	22
ncbigene	imft	ASSOCIATED_WITH	umls	neop	46	22
umls	strd	CONVERTS_TO	umls	horm	55	22
umls	cgab	NEG_OCCURS_IN	umls	aggp	44	22
umls	antb	compared_with	umls	clnd	100	22
umls	inch	NEG_INTERACTS_WITH	umls	elii	201	22
umls	nnon	NEG_AUGMENTS	umls	inpo	46	22
umls	bird	ISA	umls	anim	24	22
umls	dsyn	NEG_CAUSES	umls	hlca	182	22
umls	cgab	NEG_AFFECTS	umls	orgf	103	22
umls	ffas	LOCATION_OF	umls	carb	47	22
umls	opco	INHIBITS	umls	orch	177	22
umls	fngs	LOCATION_OF	umls	eico	69	22
umls	hops	NEG_INTERACTS_WITH	umls	bacs	435	22
umls	dora	TREATS	umls	famg	39	22
umls	elii	NEG_INTERACTS_WITH	umls	chvs	94	22
umls	elii	NEG_AFFECTS	umls	biof	60	22
umls	inch	INHIBITS	umls	nsba	130	22
umls	topp	NEG_PRECEDES	umls	imft	36	22
umls	phsu	NEG_INTERACTS_WITH	umls	hops	166	22
umls	chvf	higher_than	umls	phsu	162	22
umls	inch	NEG_ISA	umls	elii	58	22
umls	hops	NEG_AFFECTS	umls	comd	103	22
umls	rept	INTERACTS_WITH	umls	invt	103	22
umls	rcpt	NEG_INTERACTS_WITH	umls	aapp	235	22
umls	gngm	NEG_PRODUCES	umls	eico	89	22
umls	inch	STIMULATES	umls	horm	155	22
umls	diap	MEASURES	umls	rcpt	37	22
umls	shro	ISA	umls	orgt	32	22
umls	eico	STIMULATES	umls	hops	61	22
umls	imft	compared_with	umls	phsu	132	22
umls	aapp	compared_with	umls	chem	325	22
umls	imft	compared_with	umls	resa	43	22
umls	bact	CAUSES	umls	mobd	201	22
umls	orch	CONVERTS_TO	umls	carb	233	22
umls	elii	CAUSES	umls	lbtr	104	22
umls	clnd	CAUSES	umls	acab	46	22
umls	eico	INTERACTS_WITH	umls	strd	46	22
ncbigene	aapp	INHIBITS	umls	nusq	96	22
ncbigene	bacs	INTERACTS_WITH	ncbigene	aapp	41	22
umls	amph	INTERACTS_WITH	umls	fngs	56	22
umls	irda	DISRUPTS	umls	celf	75	22
ncbigene	aapp	NEG_INHIBITS	umls	gngm	354	22
umls	pros	LOCATION_OF	umls	edac	105	22
umls	aapp	CAUSES	umls	biof	120	22
umls	horm	INHIBITS	umls	fndg	106	22
ncbigene	gngm	INHIBITS	umls	eico	260	22
umls	sosy	NEG_ISA	umls	mobd	49	22
umls	ortf	AFFECTS	umls	euka	164	22
umls	fndg	COMPLICATES	umls	sosy	500	22
umls	nsba	NEG_AFFECTS	umls	tisu	84	22
umls	carb	NEG_DISRUPTS	umls	phsf	69	22
umls	rcpt	AFFECTS	umls	patf	73	22
umls	chem	CAUSES	umls	anab	41	22
umls	gngm	USES	umls	phsu	413	22
umls	fndg	NEG_ISA	umls	fndg	146	22
umls	resa	USES	umls	imft	34	22
umls	alga	INTERACTS_WITH	umls	orgm	53	22
umls	nsba	COEXISTS_WITH	umls	rcpt	33	22
umls	pros	ISA	umls	orgt	29	22
umls	chem	NEG_INTERACTS_WITH	umls	aapp	292	22
umls	horm	CONVERTS_TO	umls	strd	87	22
umls	bacs	NEG_PART_OF	umls	bpoc	514	22
umls	bacs	NEG_ASSOCIATED_WITH	umls	mobd	236	22
umls	bacs	INHIBITS	umls	chvf	29	22
umls	comd	NEG_AFFECTS	umls	npop	111	22
umls	topp	COMPLICATES	umls	orgf	186	22
umls	inch	COEXISTS_WITH	umls	nusq	109	22
umls	carb	NEG_CAUSES	umls	dsyn	123	22
umls	genf	ISA	umls	phsf	28	22
umls	imft	COEXISTS_WITH	umls	antb	96	22
umls	bact	LOCATION_OF	umls	horm	100	22
umls	humn	NEG_LOCATION_OF	umls	bacs	63	22
umls	orch	COMPLICATES	umls	dsyn	723	22
umls	phsf	PRODUCES	ncbigene	imft	59	22
umls	aapp	STIMULATES	umls	nnon	106	22
umls	clnd	compared_with	umls	lipd	42	22
umls	ffas	PART_OF	umls	rept	34	22
umls	lbpr	TREATS	umls	fndg	76	22
umls	rcpt	CAUSES	umls	sosy	42	22
umls	npop	NEG_AFFECTS	umls	comd	126	22
umls	eico	ISA	umls	nsba	22	22
umls	orgm	LOCATION_OF	umls	antb	65	22
umls	diap	NEG_AFFECTS	umls	orgf	316	22
umls	nnon	NEG_AUGMENTS	umls	celf	224	22
umls	aapp	NEG_AFFECTS	umls	inpo	514	22
umls	acab	PART_OF	umls	popg	41	22
umls	medd	same_as	umls	orch	116	22
umls	gngm	AFFECTS	umls	mobd	254	22
umls	aapp	NEG_PART_OF	umls	emst	359	22
umls	bpoc	NEG_LOCATION_OF	ncbigene	gngm	362	22
umls	resa	compared_with	umls	horm	52	22
umls	orch	DISRUPTS	umls	cgab	104	22
umls	phsu	NEG_AUGMENTS	umls	inpo	93	22
umls	chvs	INTERACTS_WITH	ncbigene	gngm	142	22
umls	famg	LOCATION_OF	umls	nusq	48	22
umls	horm	DISRUPTS	umls	sosy	217	22
umls	inch	DISRUPTS	umls	moft	101	22
umls	bodm	TREATS	umls	mamm	74	22
